Cell	Twin	Case	Sample	index.sort	Clones
X301_02_C05	301	MS	CSF	Other	ND
X301_02_C06	301	MS	CSF	CD8Tcell	1
X301_02_C07	301	MS	CSF	CD3	ND
X301_02_C08	301	MS	CSF	CD8Tcell	1
X301_02_C09	301	MS	CSF	CD3	ND
X301_02_C10	301	MS	CSF	CD8Tcell	1
X301_02_C11	301	MS	CSF	CD8Tcell	1
X301_02_C12	301	MS	CSF	CD8Tcell	1
X301_02_D01	301	MS	CSF	CD8Tcell	1
X301_02_D02	301	MS	CSF	NK 	ND
X301_02_D03	301	MS	CSF	NK 	ND
X301_02_D04	301	MS	CSF	CD8Tcell	1
X301_02_D05	301	MS	CSF	NK 	ND
X301_02_D06	301	MS	CSF	CD8Tcell	1
X301_02_D07	301	MS	CSF	CD3	ND
X301_02_D08	301	MS	CSF	CD8Tcell	1
X301_02_D09	301	MS	CSF	CD8Tcell	1
X301_02_D10	301	MS	CSF	Bcell 	1
X301_02_D11	301	MS	CSF	NK 	ND
X301_02_D12	301	MS	CSF	CD8Tcell	1
X301_02_E01	301	MS	CSF	CD8Tcell	1
X301_02_E02	301	MS	CSF	Bcell 	1
X301_02_E03	301	MS	CSF	CD8Tcell	3
X301_02_E04	301	MS	CSF	CD8Tcell	1
X301_02_E05	301	MS	CSF	CD3	ND
X301_02_E06	301	MS	CSF	Plasmablast	3
X301_02_E07	301	MS	CSF	CD4Tcell	1
X301_02_E08	301	MS	CSF	CD8Tcell	1
X301_02_E09	301	MS	CSF	Other	ND
X301_02_E10	301	MS	CSF	CD8Tcell	3
X301_02_E11	301	MS	CSF	CD8Tcell	1
X301_02_E12	301	MS	CSF	CD8Tcell	1
X301_02_F01	301	MS	CSF	CD8Tcell	1
X301_02_F02	301	MS	CSF	CD4Tcell	1
X301_02_F03	301	MS	CSF	CD8Tcell	1
X301_02_F04	301	MS	CSF	Plasmablast	3
X301_02_F05	301	MS	CSF	Bcell 	1
X301_02_F06	301	MS	CSF	CD8Tcell	1
X301_02_F07	301	MS	CSF	CD8Tcell	1
X301_02_F08	301	MS	CSF	NK 	ND
X301_02_F09	301	MS	CSF	CD8Tcell	1
X301_02_F10	301	MS	CSF	CD8Tcell	1
X301_02_F11	301	MS	CSF	Bcell 	1
X301_02_F12	301	MS	CSF	NK 	ND
X301_02_G01	301	MS	CSF	NK 	ND
X301_02_G02	301	MS	CSF	NK 	ND
X301_02_G03	301	MS	CSF	CD8Tcell	1
X301_02_G04	301	MS	CSF	Bcell 	1
X301_02_G05	301	MS	CSF	CD8Tcell	1
X301_02_G06	301	MS	CSF	CD8Tcell	1
X301_02_G07	301	MS	CSF	NK 	ND
X301_02_G08	301	MS	CSF	CD8Tcell	1
X301_02_G09	301	MS	CSF	Bcell 	1
X301_02_G10	301	MS	CSF	Other	ND
X301_02_G11	301	MS	CSF	CD8Tcell	1
X301_02_G12	301	MS	CSF	Other	ND
X301_02_H01	301	MS	CSF	Rest	ND
X301_02_H02	301	MS	CSF	CD8Tcell	1
X301_02_H03	301	MS	CSF	CD8Tcell	1
X301_02_H04	301	MS	CSF	Other	ND
X301_02_H05	301	MS	CSF	CD8Tcell	1
X301_02_H06	301	MS	CSF	CD8Tcell	1
X301_02_H07	301	MS	CSF	CD8Tcell	1
X301_02_H08	301	MS	CSF	Bcell 	1
X301_02_H09	301	MS	CSF	NK 	ND
X301_02_H10	301	MS	CSF	CD3	ND
X301_02_H11	301	MS	CSF	CD8Tcell	2
X301_02_H12	301	MS	CSF	Rest	ND
X301_03_A01	301	MS	CSF	CD8Tcell	1
X301_03_A02	301	MS	CSF	CD8Tcell	1
X301_03_A03	301	MS	CSF	CD8Tcell	1
X301_03_A04	301	MS	CSF	NK 	ND
X301_03_A05	301	MS	CSF	Plasmablast	3
X301_03_A06	301	MS	CSF	NK 	ND
X301_03_A07	301	MS	CSF	NK 	ND
X301_03_A08	301	MS	CSF	Rest	ND
X301_03_A09	301	MS	CSF	CD8Tcell	1
X301_03_A10	301	MS	CSF	CD8Tcell	1
X301_03_A11	301	MS	CSF	Bcell 	1
X301_03_A12	301	MS	CSF	Rest	ND
X301_03_B01	301	MS	CSF	CD3	ND
X301_03_B02	301	MS	CSF	CD3	ND
X301_03_B03	301	MS	CSF	NK 	ND
X301_03_B04	301	MS	CSF	Plasmablast	3
X301_03_B05	301	MS	CSF	CD8Tcell	1
X301_03_B06	301	MS	CSF	CD3	ND
X301_03_B07	301	MS	CSF	CD8Tcell	1
X301_03_B08	301	MS	CSF	Plasmablast	3
X301_03_B09	301	MS	CSF	CD3	ND
X301_03_B10	301	MS	CSF	CD8Tcell	1
X301_03_B11	301	MS	CSF	CD8Tcell	1
X301_03_B12	301	MS	CSF	NK 	ND
X301_03_C01	301	MS	CSF	Other	ND
X301_03_C02	301	MS	CSF	CD8Tcell	1
X301_03_C03	301	MS	CSF	CD8Tcell	1
X301_03_C04	301	MS	CSF	CD8Tcell	2
X301_03_C05	301	MS	CSF	CD8Tcell	1
X301_03_C06	301	MS	CSF	CD8Tcell	3
X301_03_C07	301	MS	CSF	CD8Tcell	3
X301_03_C08	301	MS	CSF	NK 	ND
X301_03_C09	301	MS	CSF	CD8Tcell	1
X301_03_C10	301	MS	CSF	Rest	ND
X301_03_C11	301	MS	CSF	Bcell 	1
X301_03_C12	301	MS	CSF	CD8Tcell	1
X301_03_D01	301	MS	CSF	CD8Tcell	1
X301_03_D02	301	MS	CSF	NK 	ND
X301_03_D03	301	MS	CSF	NK 	ND
X301_03_D04	301	MS	CSF	CD8Tcell	1
X301_03_D05	301	MS	CSF	NK 	ND
X301_03_D06	301	MS	CSF	CD8Tcell	1
X301_03_D07	301	MS	CSF	NK 	ND
X301_03_D08	301	MS	CSF	CD8Tcell	1
X301_03_D09	301	MS	CSF	CD8Tcell	1
X301_03_D10	301	MS	CSF	Bcell 	1
X301_03_D11	301	MS	CSF	CD8Tcell	1
X301_03_D12	301	MS	CSF	Other	ND
X301_03_E01	301	MS	CSF	CD8Tcell	1
X301_03_E02	301	MS	CSF	Bcell 	ND
X301_03_E03	301	MS	CSF	NK 	ND
X301_03_E04	301	MS	CSF	CD8Tcell	1
X301_03_E05	301	MS	CSF	Plasmablast	3
X301_03_E06	301	MS	CSF	CD8Tcell	1
X301_03_E07	301	MS	CSF	Plasmablast	3
X301_03_E08	301	MS	CSF	NK 	ND
X301_03_E09	301	MS	CSF	CD4	ND
X301_03_E10	301	MS	CSF	CD8Tcell	1
X301_03_E11	301	MS	CSF	CD8Tcell	1
X301_03_E12	301	MS	CSF	CD4Tcell	1
X301_03_F01	301	MS	CSF	CD8Tcell	1
X301_03_F02	301	MS	CSF	CD8Tcell	1
X301_03_F03	301	MS	CSF	Bcell 	ND
X301_03_F04	301	MS	CSF	CD8Tcell	1
X301_03_F05	301	MS	CSF	NK 	ND
X301_03_F06	301	MS	CSF	CD8Tcell	1
X301_03_F07	301	MS	CSF	CD8Tcell	1
X301_03_F08	301	MS	CSF	NK 	ND
X301_03_F09	301	MS	CSF	CD8Tcell	3
X301_03_F10	301	MS	CSF	Rest	ND
X301_03_F11	301	MS	CSF	NK 	ND
X301_03_F12	301	MS	CSF	CD8Tcell	1
X301_03_G01	301	MS	CSF	NK 	ND
X301_03_G02	301	MS	CSF	CD4Tcell	1
X301_03_G03	301	MS	CSF	NK 	ND
X301_03_G04	301	MS	CSF	NK 	ND
X301_03_G05	301	MS	CSF	NK 	ND
X301_03_G06	301	MS	CSF	CD8Tcell	1
X301_03_G07	301	MS	CSF	Bcell 	ND
X301_03_G08	301	MS	CSF	CD8Tcell	1
X301_03_G09	301	MS	CSF	NK 	ND
X301_03_G10	301	MS	CSF	NK 	ND
X301_03_G11	301	MS	CSF	CD8Tcell	3
X301_03_G12	301	MS	CSF	CD8Tcell	1
X301_03_H01	301	MS	CSF	NK 	ND
X301_03_H02	301	MS	CSF	CD8Tcell	3
X301_03_H03	301	MS	CSF	Bcell 	1
X301_03_H04	301	MS	CSF	NK 	ND
X301_03_H05	301	MS	CSF	NK 	ND
X301_03_H06	301	MS	CSF	CD8Tcell	1
X301_03_H07	301	MS	CSF	CD8Tcell	1
X301_03_H08	301	MS	CSF	NK 	ND
X301_03_H09	301	MS	CSF	CD8Tcell	1
X301_03_H10	301	MS	CSF	CD8Tcell	1
X301_03_H11	301	MS	CSF	Bcell 	ND
X301_03_H12	301	MS	CSF	Rest	ND
X301_CD4_02_A01	301	MS	CSF	CD4Tcell	1
X301_CD4_02_A02	301	MS	CSF	CD4Tcell	1
X301_CD4_02_A03	301	MS	CSF	CD4Tcell	1
X301_CD4_02_A04	301	MS	CSF	CD4	ND
X301_CD4_02_A05	301	MS	CSF	CD4Tcell	1
X301_CD4_02_A06	301	MS	CSF	CD4Tcell	1
X301_CD4_02_A07	301	MS	CSF	CD4Tcell	1
X301_CD4_02_A08	301	MS	CSF	CD4Tcell	1
X301_CD4_02_A09	301	MS	CSF	CD4	ND
X301_CD4_02_A10	301	MS	CSF	CD4	ND
X301_CD4_02_A11	301	MS	CSF	CD4Tcell	1
X301_CD4_02_A12	301	MS	CSF	CD4Tcell	1
X301_CD4_02_B01	301	MS	CSF	CD4Tcell	1
X301_CD4_02_B02	301	MS	CSF	CD4Tcell	1
X301_CD4_02_B03	301	MS	CSF	CD4Tcell	1
X301_CD4_02_B04	301	MS	CSF	CD4Tcell	1
X301_CD4_02_B05	301	MS	CSF	CD4Tcell	1
X301_CD4_02_B06	301	MS	CSF	CD4	ND
X301_CD4_02_B07	301	MS	CSF	CD4Tcell	1
X301_CD4_02_B08	301	MS	CSF	CD4Tcell	1
X301_CD4_02_B09	301	MS	CSF	CD4	ND
X301_CD4_02_B10	301	MS	CSF	CD4Tcell	1
X301_CD4_02_B11	301	MS	CSF	CD4Tcell	1
X301_CD4_02_B12	301	MS	CSF	CD4Tcell	1
X301_CD4_02_C01	301	MS	CSF	CD4Tcell	1
X301_CD4_02_C02	301	MS	CSF	CD4Tcell	1
X301_CD4_02_C03	301	MS	CSF	CD4Tcell	1
X301_CD4_02_C04	301	MS	CSF	CD4Tcell	1
X301_CD4_02_C05	301	MS	CSF	CD4Tcell	1
X301_CD4_02_C06	301	MS	CSF	CD4Tcell	1
X301_CD4_02_C07	301	MS	CSF	CD4Tcell	1
X301_CD4_02_C08	301	MS	CSF	CD4Tcell	1
X301_CD4_02_C09	301	MS	CSF	CD4Tcell	1
X301_CD4_02_C10	301	MS	CSF	CD4Tcell	1
X301_CD4_02_C11	301	MS	CSF	CD4Tcell	1
X301_CD4_02_C12	301	MS	CSF	CD4Tcell	1
X301_CD4_02_D01	301	MS	CSF	CD4Tcell	1
X301_CD4_02_D02	301	MS	CSF	CD4Tcell	1
X301_CD4_02_D03	301	MS	CSF	CD4Tcell	1
X301_CD4_02_D04	301	MS	CSF	CD4Tcell	1
X301_CD4_02_D05	301	MS	CSF	CD4Tcell	1
X301_CD4_02_D06	301	MS	CSF	CD4Tcell	1
X301_CD4_02_D07	301	MS	CSF	CD4Tcell	1
X301_CD4_02_D08	301	MS	CSF	CD4Tcell	1
X301_CD4_02_D09	301	MS	CSF	CD4Tcell	1
X301_CD4_02_D10	301	MS	CSF	CD4Tcell	1
X301_CD4_02_D11	301	MS	CSF	CD4Tcell	1
X301_CD4_02_D12	301	MS	CSF	CD4Tcell	1
X301_CD4_02_E01	301	MS	CSF	CD4Tcell	1
X301_CD4_02_E02	301	MS	CSF	CD4Tcell	1
X301_CD4_02_E03	301	MS	CSF	CD4Tcell	1
X301_CD4_02_E04	301	MS	CSF	CD4Tcell	1
X301_CD4_02_E05	301	MS	CSF	CD4Tcell	1
X301_CD4_02_E06	301	MS	CSF	CD4Tcell	1
X301_CD4_02_E07	301	MS	CSF	CD4Tcell	1
X301_CD4_02_E08	301	MS	CSF	CD4Tcell	1
X301_CD4_02_E09	301	MS	CSF	CD4Tcell	1
X301_CD4_02_E10	301	MS	CSF	CD4Tcell	1
X301_CD4_02_E11	301	MS	CSF	CD4Tcell	1
X301_CD4_02_E12	301	MS	CSF	CD4Tcell	1
X301_CD4_02_F01	301	MS	CSF	CD4Tcell	1
X301_CD4_02_F02	301	MS	CSF	CD4Tcell	1
X301_CD4_02_F03	301	MS	CSF	CD4Tcell	1
X301_CD4_02_F04	301	MS	CSF	CD4Tcell	1
X301_CD4_02_F05	301	MS	CSF	CD4Tcell	1
X301_CD4_02_F06	301	MS	CSF	CD4Tcell	1
X301_CD4_02_F07	301	MS	CSF	CD4	ND
X301_CD4_02_F08	301	MS	CSF	CD4Tcell	1
X301_CD4_02_F09	301	MS	CSF	CD4Tcell	1
X301_CD4_02_F10	301	MS	CSF	CD4Tcell	1
X301_CD4_02_F11	301	MS	CSF	CD4Tcell	1
X301_CD4_02_F12	301	MS	CSF	CD4Tcell	1
X301_CD4_02_G01	301	MS	CSF	CD4Tcell	1
X301_CD4_02_G02	301	MS	CSF	CD4Tcell	1
X301_CD4_02_G03	301	MS	CSF	CD4Tcell	1
X301_CD4_02_G04	301	MS	CSF	CD4Tcell	1
X301_CD4_02_G05	301	MS	CSF	CD4	ND
X301_CD4_02_G06	301	MS	CSF	CD4Tcell	1
X301_CD4_02_G07	301	MS	CSF	CD4Tcell	1
X301_CD4_02_G08	301	MS	CSF	CD4Tcell	1
X301_CD4_02_G09	301	MS	CSF	CD4Tcell	1
X301_CD4_02_G10	301	MS	CSF	CD4Tcell	1
X301_CD4_02_G11	301	MS	CSF	CD4Tcell	1
X301_CD4_02_G12	301	MS	CSF	CD4Tcell	1
X301_CD4_02_H01	301	MS	CSF	CD4	ND
X301_CD4_02_H02	301	MS	CSF	CD4	ND
X301_CD4_02_H03	301	MS	CSF	CD4	ND
X301_CD4_02_H04	301	MS	CSF	CD4Tcell	1
X301_CD4_02_H05	301	MS	CSF	CD4Tcell	1
X301_CD4_02_H06	301	MS	CSF	CD4Tcell	1
X301_CD4_02_H07	301	MS	CSF	CD4Tcell	1
X301_CD4_02_H08	301	MS	CSF	CD4Tcell	1
X301_CD4_02_H09	301	MS	CSF	CD4Tcell	1
X301_CD4_02_H10	301	MS	CSF	CD4Tcell	1
X301_CD4_02_H11	301	MS	CSF	CD4	ND
X301_CD4_02_H12	301	MS	CSF	CD4	ND
X302_01_A01	302	HD	CSF	CD8Tcell	1
X302_01_A02	302	HD	CSF	CD8Tcell	1
X302_01_A03	302	HD	CSF	Other	ND
X302_01_A04	302	HD	CSF	CD8Tcell	1
X302_01_A05	302	HD	CSF	CD8Tcell	1
X302_01_A06	302	HD	CSF	CD8Tcell	1
X302_01_A07	302	HD	CSF	CD8Tcell	1
X302_01_A08	302	HD	CSF	NK 	ND
X302_01_A09	302	HD	CSF	Rest	ND
X302_01_A10	302	HD	CSF	CD8Tcell	1
X302_01_A11	302	HD	CSF	Other	ND
X302_01_A12	302	HD	CSF	CD8Tcell	1
X302_01_B01	302	HD	CSF	CD8Tcell	1
X302_01_B02	302	HD	CSF	CD8Tcell	1
X302_01_B03	302	HD	CSF	CD8Tcell	1
X302_01_B04	302	HD	CSF	CD8Tcell	1
X302_01_B05	302	HD	CSF	Rest	ND
X302_01_B06	302	HD	CSF	CD8Tcell	1
X302_01_B07	302	HD	CSF	CD8Tcell	1
X302_01_B08	302	HD	CSF	CD8Tcell	1
X302_01_B09	302	HD	CSF	CD8Tcell	1
X302_01_B10	302	HD	CSF	CD8Tcell	1
X302_01_B11	302	HD	CSF	CD8Tcell	1
X302_01_B12	302	HD	CSF	CD8Tcell	1
X302_01_C01	302	HD	CSF	CD3	ND
X302_01_C02	302	HD	CSF	CD8Tcell	1
X302_01_C03	302	HD	CSF	CD8Tcell	1
X302_01_C04	302	HD	CSF	CD8Tcell	1
X302_01_C05	302	HD	CSF	Other	ND
X302_01_C06	302	HD	CSF	CD8Tcell	1
X302_01_C07	302	HD	CSF	CD8Tcell	1
X302_01_C08	302	HD	CSF	Other	ND
X302_01_C09	302	HD	CSF	CD8Tcell	1
X302_01_C10	302	HD	CSF	NK 	ND
X302_01_C11	302	HD	CSF	CD8Tcell	1
X302_01_C12	302	HD	CSF	CD8Tcell	1
X302_01_D01	302	HD	CSF	Other	ND
X302_01_D02	302	HD	CSF	CD4Tcell	1
X302_01_D03	302	HD	CSF	CD8Tcell	1
X302_01_D04	302	HD	CSF	CD8Tcell	1
X302_01_D05	302	HD	CSF	CD8Tcell	1
X302_01_D06	302	HD	CSF	CD8Tcell	1
X302_01_D07	302	HD	CSF	Other	ND
X302_01_D08	302	HD	CSF	Rest	ND
X302_01_D09	302	HD	CSF	CD8Tcell	1
X302_01_D10	302	HD	CSF	Other	ND
X302_01_D11	302	HD	CSF	CD8Tcell	1
X302_01_D12	302	HD	CSF	Other	ND
X302_01_E01	302	HD	CSF	Other	ND
X302_01_E02	302	HD	CSF	CD3	ND
X302_01_E03	302	HD	CSF	CD8Tcell	1
X302_01_E04	302	HD	CSF	Other	ND
X302_01_E05	302	HD	CSF	CD8Tcell	1
X302_01_E06	302	HD	CSF	CD8Tcell	1
X302_01_E07	302	HD	CSF	Other	ND
X302_01_E08	302	HD	CSF	CD8Tcell	1
X302_01_E09	302	HD	CSF	CD8Tcell	1
X302_01_E10	302	HD	CSF	CD8Tcell	2
X302_01_E11	302	HD	CSF	CD8Tcell	1
X302_01_E12	302	HD	CSF	CD8Tcell	1
X302_01_F01	302	HD	CSF	Rest	ND
X302_01_F02	302	HD	CSF	Other	ND
X302_01_F03	302	HD	CSF	Other	ND
X302_01_F04	302	HD	CSF	CD8Tcell	1
X302_01_F05	302	HD	CSF	CD8Tcell	1
X302_01_F06	302	HD	CSF	CD8Tcell	1
X302_01_F07	302	HD	CSF	CD8Tcell	1
X302_01_F08	302	HD	CSF	CD8Tcell	1
X302_01_F09	302	HD	CSF	CD8Tcell	1
X302_01_F10	302	HD	CSF	CD8Tcell	1
X302_01_F11	302	HD	CSF	CD8Tcell	1
X302_01_F12	302	HD	CSF	CD3	ND
X302_01_G01	302	HD	CSF	CD8Tcell	1
X302_01_G02	302	HD	CSF	CD8Tcell	1
X302_01_G03	302	HD	CSF	CD8Tcell	1
X302_01_G04	302	HD	CSF	CD8Tcell	1
X302_01_G05	302	HD	CSF	CD8Tcell	1
X302_01_G06	302	HD	CSF	Rest	ND
X302_01_G07	302	HD	CSF	CD8Tcell	1
X302_01_G08	302	HD	CSF	Other	ND
X302_01_G09	302	HD	CSF	CD3	ND
X302_01_G10	302	HD	CSF	CD8Tcell	1
X302_01_G11	302	HD	CSF	CD8Tcell	1
X302_01_G12	302	HD	CSF	CD8Tcell	1
X302_01_H01	302	HD	CSF	Other	ND
X302_01_H02	302	HD	CSF	CD8Tcell	1
X302_01_H03	302	HD	CSF	CD8Tcell	1
X302_01_H04	302	HD	CSF	CD8Tcell	1
X302_01_H05	302	HD	CSF	CD8Tcell	1
X302_01_H06	302	HD	CSF	NK 	ND
X302_01_H07	302	HD	CSF	CD8Tcell	1
X302_01_H08	302	HD	CSF	CD4Tcell	1
X302_01_H09	302	HD	CSF	CD4Tcell	1
X302_01_H10	302	HD	CSF	CD8Tcell	1
X302_01_H11	302	HD	CSF	Rest	ND
X302_01_H12	302	HD	CSF	Rest	ND
X302_02_A01	302	HD	CSF	Other	ND
X302_02_A02	302	HD	CSF	CD8Tcell	2
X302_02_A03	302	HD	CSF	CD8Tcell	2
X302_02_A04	302	HD	CSF	CD8Tcell	1
X302_02_A05	302	HD	CSF	CD8Tcell	1
X302_02_A06	302	HD	CSF	Rest	ND
X302_02_A07	302	HD	CSF	CD8Tcell	2
X302_02_A08	302	HD	CSF	CD8Tcell	1
X302_02_A09	302	HD	CSF	CD8Tcell	1
X302_02_A10	302	HD	CSF	CD3	ND
X302_02_A11	302	HD	CSF	CD3	ND
X302_02_A12	302	HD	CSF	Other	ND
X302_02_B01	302	HD	CSF	CD8Tcell	1
X302_02_B02	302	HD	CSF	CD4Tcell	1
X302_02_B03	302	HD	CSF	CD8Tcell	1
X302_02_B04	302	HD	CSF	NK 	ND
X302_02_B05	302	HD	CSF	CD8Tcell	1
X302_02_B06	302	HD	CSF	CD8Tcell	1
X302_02_B07	302	HD	CSF	CD8Tcell	1
X302_02_B08	302	HD	CSF	CD8Tcell	1
X302_02_B09	302	HD	CSF	NK 	ND
X302_02_B10	302	HD	CSF	CD8Tcell	1
X302_02_B11	302	HD	CSF	CD8Tcell	1
X302_02_B12	302	HD	CSF	Rest	ND
X302_02_C01	302	HD	CSF	CD8Tcell	1
X302_02_C02	302	HD	CSF	CD8Tcell	1
X302_02_C03	302	HD	CSF	CD8Tcell	1
X302_02_C04	302	HD	CSF	CD8Tcell	1
X302_02_C05	302	HD	CSF	Other	ND
X302_02_C06	302	HD	CSF	CD8Tcell	1
X302_02_C07	302	HD	CSF	CD8Tcell	3
X302_02_C08	302	HD	CSF	CD8Tcell	1
X302_02_C09	302	HD	CSF	CD8Tcell	1
X302_02_C10	302	HD	CSF	NK 	ND
X302_02_C11	302	HD	CSF	CD8Tcell	1
X302_02_C12	302	HD	CSF	CD8Tcell	1
X302_02_D01	302	HD	CSF	CD4Tcell	1
X302_02_D02	302	HD	CSF	CD4Tcell	1
X302_02_D03	302	HD	CSF	CD4Tcell	1
X302_02_D04	302	HD	CSF	CD4Tcell	1
X302_02_D05	302	HD	CSF	CD4Tcell	1
X302_02_D06	302	HD	CSF	CD4Tcell	1
X302_02_D07	302	HD	CSF	CD4Tcell	1
X302_02_D08	302	HD	CSF	CD4Tcell	1
X302_02_D09	302	HD	CSF	CD4	ND
X302_02_D10	302	HD	CSF	CD4Tcell	1
X302_02_D11	302	HD	CSF	CD4	ND
X302_02_D12	302	HD	CSF	NK 	ND
X302_02_E01	302	HD	CSF	CD4Tcell	1
X302_02_E02	302	HD	CSF	CD4	ND
X302_02_E03	302	HD	CSF	CD4Tcell	1
X302_02_E04	302	HD	CSF	CD4Tcell	1
X302_02_E05	302	HD	CSF	CD4Tcell	1
X302_02_E06	302	HD	CSF	CD4Tcell	1
X302_02_E07	302	HD	CSF	CD4Tcell	1
X302_02_E08	302	HD	CSF	CD4Tcell	1
X302_02_E09	302	HD	CSF	CD4Tcell	1
X302_02_E10	302	HD	CSF	CD4Tcell	1
X302_02_E11	302	HD	CSF	CD4Tcell	1
X302_02_E12	302	HD	CSF	CD4Tcell	1
X302_02_F01	302	HD	CSF	CD4	ND
X302_02_F02	302	HD	CSF	CD4Tcell	1
X302_02_F03	302	HD	CSF	CD4Tcell	1
X302_02_F04	302	HD	CSF	CD4Tcell	1
X302_02_F05	302	HD	CSF	CD4Tcell	1
X302_02_F06	302	HD	CSF	CD4Tcell	1
X302_02_F07	302	HD	CSF	CD4Tcell	1
X302_02_F08	302	HD	CSF	CD4Tcell	1
X302_02_F09	302	HD	CSF	CD4Tcell	1
X302_02_F10	302	HD	CSF	CD4Tcell	1
X302_02_F11	302	HD	CSF	CD4Tcell	1
X302_02_F12	302	HD	CSF	CD4	ND
X302_02_G01	302	HD	CSF	CD4	ND
X302_02_G02	302	HD	CSF	CD4Tcell	1
X302_02_G03	302	HD	CSF	CD4	ND
X302_02_G04	302	HD	CSF	CD4Tcell	1
X302_02_G05	302	HD	CSF	CD4Tcell	1
X302_02_G06	302	HD	CSF	CD4Tcell	1
X302_02_G07	302	HD	CSF	CD4Tcell	1
X302_02_G08	302	HD	CSF	CD4Tcell	1
X302_02_G09	302	HD	CSF	CD4Tcell	1
X302_02_G10	302	HD	CSF	CD4Tcell	1
X302_02_G11	302	HD	CSF	CD4Tcell	1
X302_02_G12	302	HD	CSF	CD4Tcell	1
X302_02_H01	302	HD	CSF	CD4Tcell	1
X302_02_H02	302	HD	CSF	CD4Tcell	1
X302_02_H03	302	HD	CSF	CD4Tcell	1
X302_02_H04	302	HD	CSF	CD4Tcell	1
X302_02_H05	302	HD	CSF	CD4Tcell	1
X302_02_H06	302	HD	CSF	CD4Tcell	1
X302_02_H07	302	HD	CSF	CD4Tcell	1
X302_02_H08	302	HD	CSF	CD4Tcell	1
X302_02_H09	302	HD	CSF	CD4	ND
X302_02_H10	302	HD	CSF	CD4	ND
X302_02_H11	302	HD	CSF	CD4Tcell	1
X302_02_H12	302	HD	CSF	CD4	ND
X78_01_A01	78	SCNI	CSF	CD8Tcell	1
X78_01_A02	78	SCNI	CSF	Other	ND
X78_01_A03	78	SCNI	CSF	Other	ND
X78_01_A04	78	SCNI	CSF	CD8Tcell	1
X78_01_A05	78	SCNI	CSF	Other	ND
X78_01_A06	78	SCNI	CSF	Other	ND
X78_01_A07	78	SCNI	CSF	NK 	ND
X78_01_A08	78	SCNI	CSF	CD4Tcell	1
X78_01_A09	78	SCNI	CSF	Other	ND
X78_01_A10	78	SCNI	CSF	CD8Tcell	1
X78_01_A11	78	SCNI	CSF	CD3	ND
X78_01_A12	78	SCNI	CSF	CD8Tcell	1
X78_01_B01	78	SCNI	CSF	Rest	ND
X78_01_B02	78	SCNI	CSF	Other	ND
X78_01_B03	78	SCNI	CSF	CD8Tcell	1
X78_01_B04	78	SCNI	CSF	Other	ND
X78_01_B05	78	SCNI	CSF	CD8Tcell	1
X78_01_B06	78	SCNI	CSF	Other	ND
X78_01_B07	78	SCNI	CSF	NK 	ND
X78_01_B08	78	SCNI	CSF	Other	ND
X78_01_B09	78	SCNI	CSF	Other	ND
X78_01_B10	78	SCNI	CSF	CD8Tcell	1
X78_01_B11	78	SCNI	CSF	CD8Tcell	1
X78_01_B12	78	SCNI	CSF	NK 	ND
X78_01_C01	78	SCNI	CSF	NK 	ND
X78_01_C02	78	SCNI	CSF	Rest	ND
X78_01_C03	78	SCNI	CSF	Other	ND
X78_01_C04	78	SCNI	CSF	Other	ND
X78_01_C05	78	SCNI	CSF	CD3	ND
X78_01_C06	78	SCNI	CSF	CD8Tcell	1
X78_01_C07	78	SCNI	CSF	Other	ND
X78_01_C08	78	SCNI	CSF	Other	ND
X78_01_C09	78	SCNI	CSF	CD8Tcell	1
X78_01_C10	78	SCNI	CSF	Other	ND
X78_01_C11	78	SCNI	CSF	CD8Tcell	1
X78_01_C12	78	SCNI	CSF	CD8Tcell	1
X78_01_D01	78	SCNI	CSF	CD8Tcell	1
X78_01_D02	78	SCNI	CSF	CD8Tcell	1
X78_01_D03	78	SCNI	CSF	CD4Tcell	1
X78_01_D04	78	SCNI	CSF	NK 	ND
X78_01_D05	78	SCNI	CSF	Other	ND
X78_01_D06	78	SCNI	CSF	Other	ND
X78_01_D07	78	SCNI	CSF	CD8Tcell	1
X78_01_D08	78	SCNI	CSF	Other	ND
X78_01_D09	78	SCNI	CSF	CD3	ND
X78_01_D10	78	SCNI	CSF	CD8Tcell	1
X78_01_D11	78	SCNI	CSF	CD8Tcell	1
X78_01_D12	78	SCNI	CSF	Other	ND
X78_01_E01	78	SCNI	CSF	Other	ND
X78_01_E02	78	SCNI	CSF	Other	ND
X78_01_E03	78	SCNI	CSF	Other	ND
X78_01_E04	78	SCNI	CSF	CD8Tcell	1
X78_01_E05	78	SCNI	CSF	CD8Tcell	1
X78_01_E06	78	SCNI	CSF	CD8Tcell	1
X78_01_E07	78	SCNI	CSF	Other	ND
X78_01_E08	78	SCNI	CSF	CD8Tcell	1
X78_01_E09	78	SCNI	CSF	Other	ND
X78_01_E10	78	SCNI	CSF	Other	ND
X78_01_E11	78	SCNI	CSF	NK 	ND
X78_01_E12	78	SCNI	CSF	Other	ND
X78_01_F01	78	SCNI	CSF	Rest	ND
X78_01_F02	78	SCNI	CSF	Other	ND
X78_01_F03	78	SCNI	CSF	CD8Tcell	1
X78_01_F04	78	SCNI	CSF	Rest	ND
X78_01_F05	78	SCNI	CSF	Rest	ND
X78_01_F06	78	SCNI	CSF	Rest	ND
X78_01_F07	78	SCNI	CSF	Rest	ND
